Timestamp,What is your gender?,What is the highest level of education you have completed?,What is your age?,What is your employment status?,What is your marital/relationship status?,How many people live in your household?,What is your ethnicity?,What state are you in?,What state are you in? (cleaned),How many hours a day do you typically spend on your job?,How many hours a day do you typically spend preparing meals?,"How many hours a week do you spend on housework, outside of cooking meals?",How many hours a day do you spend on electronics for leisure?,How many hours a day are you spending with your family members or roommates?,(Fill in the blank)  Social distancing has been ________ in combating the spread of COVID-19. ,Numerical Score_1,Social distancing is worthwhile.,Numerical score_2,For how long do you expect the government advised social distancing to last beyond today?,Numerical score_3,How concerned are you about the Coronavirus situation?,Numerical score_4,How would you rate President Donald Trump’s performance regarding the Coronavirus?,Numerica score_5,How many months will it take for the economy to recover?,How do you feel about the long term impact of Coronavirus on the economy?,Numerical score_6,Worker ID,Survey
4/27/2020 21:53,Male,Bachelor’s degree,31-40,Self-employed,"Single, never married",1,Asian,Minnesota,Minnesota,4,1,5,4,0,Very effective,4,Strongly agree,5,2-4 weeks,2,Extremely concerned,4,Poor,1,12,Extremely worried,4,A1G5PO0BLQPBJ7,1
4/27/2020 21:53,Female,Associate degree,31-40,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,NJ,New Jersey,8,1,10,3,4,Very effective,4,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Neutral,2,12,Somewhat worried,3,A3KFV8FN3HBDH3,1
4/27/2020 21:53,Female,Associate degree,31-40,Employed for wages,"Single, never married",03-May,White/Caucasian,az,Arizona,10,1,3,8,2,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Somewhat concerned,3,Poor,1,12,Somewhat worried,3,A3UUH3632AI3ZX,1
4/27/2020 21:54,Male,Master’s degree,31-40,Employed for wages,Married or domestic partnership,More than 5,White/Caucasian,Pennsylvania,Pennsylvania,8,1,5,2,12,Very effective,4,Strongly agree,5,4-12 weeks,3,Not at all concerned,1,Excellent,4,6,Somewhat worried,3,A28EIWQKI8OGY8,1
4/27/2020 21:54,Male,Bachelor’s degree,41-50,Employed for wages,Married or domestic partnership,03-May,Asian,DC,Washington DC,8,2,6,3,6,Very effective,4,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Neutral,2,10,Extremely worried,4,A3GA63ZLQKQ9SF,1
4/27/2020 21:54,Male,Doctorate degree,21-30,Employed for wages,"Single, never married",03-May,White/Caucasian,ct,Connecticut,5,1,1,1,1,Not so effective,2,Somewhat agree,4,4-12 weeks,3,Not very concerned,2,Good,3,5,Extremely worried,4,A3P19SG7220T7G,1
4/27/2020 21:54,Female,Master’s degree,31-40,Employed for wages,Married or domestic partnership,2,White/Caucasian,NEW YORK,New York,8,4,8,5,5,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Somewhat concerned,3,Excellent,4,3,Extremely worried,4,AF2SSFUQ7Z7MU,1
4/27/2020 21:55,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,TN,Tennessee,7,2,20,1,2,Not so effective,2,Somewhat agree,4,4-12 weeks,3,Extremely concerned,4,Neutral,2,3,Extremely worried,4,A3VOD23HB8YW47,1
4/27/2020 21:55,Male,Doctorate degree,21-30,Employed for wages,"Single, never married",03-May,White/Caucasian,pa,Pennsylvania,5,2,2,2,2,Very effective,4,Strongly agree,5,4-12 weeks,3,Not very concerned,2,Good,3,6,Extremely worried,4,A3O2AIOYKWU9H1,1
4/27/2020 21:56,Male,Bachelor’s degree,21-30,Employed for wages,"Single, never married",03-May,White/Caucasian,TX,Texas,7,2,3,1,5,Very effective,4,Strongly agree,5,Less than 2 weeks,1,Not very concerned,2,Good,3,10000,Somewhat worried,3,A3I472W3VFOCP4,1
4/27/2020 21:56,Female,High school diploma or equivalent,51-60,Self-employed,Divorced,2,White/Caucasian,California,California,8,1,2,3,2,Not so effective,2,Somewhat disagree,2,4-12 weeks,3,Not very concerned,2,Good,3,12,Extremely worried,4,A19L8SNH73AX1Z,1
4/27/2020 21:56,Male,Doctorate degree,21-30,Employed for wages,"Single, never married",03-May,White/Caucasian,tx,Texas,4,2,2,2,2,Very effective,4,Somewhat agree,4,4-12 weeks,3,Somewhat concerned,3,Good,3,8,Extremely worried,4,A3CPGBZQ6RS3T7,1
4/27/2020 21:56,Male,Associate degree,31-40,Employed for wages,"Single, never married",03-May,Black or African American,Ohio,Ohio,7,1.5,8,3,10,Very effective,4,Strongly agree,5,More than 12 weeks,4,Extremely concerned,4,Good,3,16,Extremely worried,4,A1Y9395AXC1FS0,1
4/27/2020 21:56,Male,Bachelor’s degree,21-30,Self-employed,Married or domestic partnership,1,Asian,NE,New England,8,1,3,0,5,Extremely effective,5,Strongly agree,5,More than 12 weeks,4,Extremely concerned,4,Good,3,6,Extremely worried,4,ANX2BD4TANE02,1
4/27/2020 21:57,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,NY,New York,7,2,5,3,4,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Good,3,6,Extremely worried,4,A34NEFMPQL3ZTP,1
4/27/2020 21:57,Male,Doctorate degree,21-30,Employed for wages,"Single, never married",03-May,White/Caucasian,ny,New York,4,1,1,1,1,Very effective,4,Somewhat agree,4,4-12 weeks,3,Extremely concerned,4,Neutral,2,8,Extremely worried,4,A2V1T65OO56VFC,1
4/27/2020 21:57,Male,Bachelor’s degree,21-30,Self-employed,"Single, never married",03-May,White/Caucasian,ny,New York,8,1,1,2,1,Very effective,4,Neither agree nor disagree,3,2-4 weeks,2,Not very concerned,2,Good,3,3,Somewhat worried,3,AMQGOTPBRWYSF,1
4/27/2020 21:58,Male,Bachelor’s degree,21-30,Employed for wages,"Single, never married",2,Black or African American,Delaware,Delaware,8,2,1,3,1,Very effective,4,Strongly agree,5,More than 12 weeks,4,Extremely concerned,4,Good,3,10,Extremely worried,4,AFMUIMHXWD0TD,1
4/27/2020 22:00,Male,Bachelor’s degree,60+,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,kentucky,Kentucky,10,15,14,16,2,Very effective,4,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Good,3,6,Somewhat worried,3,A18YWAZA1UTD60,1
4/27/2020 22:00,Female,Bachelor’s degree,41-50,Employed for wages,Married or domestic partnership,03-May,Asian,California,California,9,2,5,5,5,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Somewhat concerned,3,Good,3,12,Somewhat worried,3,A10MTRQV0061E6,1
4/27/2020 22:00,Female,Bachelor’s degree,21-30,Employed for wages,"Single, never married",1,White/Caucasian,Illinois,Illinois,6,4,10,7,3,Very effective,4,Strongly agree,5,2-4 weeks,2,Extremely concerned,4,Excellent,4,12,Extremely worried,4,ATJHYLVCDRQ75,1
4/27/2020 22:01,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Oklahoma,Oklahoma,6,3,13,4,6,Very effective,4,Somewhat agree,4,4-12 weeks,3,Extremely concerned,4,Excellent,4,7,Extremely worried,4,AN17H6W2N3EZV,1
4/27/2020 22:02,Female,Bachelor’s degree,31-40,Self-employed,Married or domestic partnership,03-May,White/Caucasian,nv,Nevada,0,1,4,6,5,Very effective,4,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Good,3,4,Somewhat worried,3,A23FEELMFHLC9K,1
4/27/2020 22:02,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Utah ,Utah ,6,1,4,1,2,Very effective,4,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Good,3,4,Somewhat worried,3,A12MTH3JNWYR3L,1
4/27/2020 22:03,Female,Master’s degree,31-40,Self-employed,"Single, never married",03-May,White/Caucasian,New jersey,New Jersey,6,5,6,8,10,Extremely effective,5,Somewhat agree,4,2-4 weeks,2,Extremely concerned,4,Good,3,6,Extremely worried,4,AXK9KFTESXJ31,1
4/27/2020 22:04,Female,Bachelor’s degree,41-50,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Nebraska,Nebraska,8,1,1,2,5,Extremely effective,5,Strongly agree,5,More than 12 weeks,4,Extremely concerned,4,Excellent,4,3,Extremely worried,4,A3OT28IPFMPCWV,1
4/27/2020 22:12,Male,Master’s degree,31-40,Self-employed,Married or domestic partnership,03-May,White/Caucasian,KS,Kansas,8,3,5,1,3,Somewhat effective,3,Somewhat disagree,2,2-4 weeks,2,Not very concerned,2,Good,3,6,Somewhat worried,3,AC0PL5AU4OUIA,1
4/27/2020 22:13,Male,Bachelor’s degree,21-30,Self-employed,Married or domestic partnership,1,Black or African American,mississippi,Mississippi,8,2,1,1,6,Extremely effective,5,Strongly agree,5,More than 12 weeks,4,Somewhat concerned,3,Good,3,5,Not particularly worried,2,AY93QJXZFINZJ,1
4/27/2020 22:15,Female,Bachelor’s degree,41-50,Self-employed,Married or domestic partnership,03-May,White/Caucasian,Louisiana,Louisiana,9,3,5,1,6,Extremely effective,5,Somewhat agree,4,More than 12 weeks,4,Extremely concerned,4,Neutral,2,12,Somewhat worried,3,A2E0X56TAIMWDQ,1
4/27/2020 22:16,Female,Master’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,north carolina,North Carolina,7,1,5,2,2,Somewhat effective,3,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Neutral,2,7,Somewhat worried,3,A2M79D0YO0SUBG,1
4/27/2020 22:18,Male,Bachelor’s degree,51-60,Employed for wages,"Single, never married",1,White/Caucasian,VA,Virginia,8,1,1,4,1,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Poor,1,30,Extremely worried,4,A3N7R7P9HP2YB6,1
4/27/2020 22:25,Male,Master’s degree,31-40,Employed for wages,"Single, never married",1,Asian,New York ,New York,12,2,0,4,0,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Somewhat concerned,3,Neutral,2,12,Somewhat worried,3,A1H2UHJ78F185L,1
4/27/2020 22:25,Female,Master’s degree,41-50,A homemaker,Married or domestic partnership,2,White/Caucasian,usa,USA,5,5,5,5,5,Very effective,4,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Good,3,5,Somewhat worried,3,A2N1SLTD9SIVLR,1
4/27/2020 22:26,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Texas ,Texas ,8,2,20,3,8,Somewhat effective,3,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Good,3,30,Somewhat worried,3,A2LMGGLSXQP9HQ,1
4/27/2020 22:27,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,illinois,Illinois,20,1,2,3,6,Very effective,4,Strongly agree,5,More than 12 weeks,4,Extremely concerned,4,Good,3,4,Somewhat worried,3,AVOL9KXDNGO1I,1
4/27/2020 22:28,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,TN,Tennessee,21,1,1,2,1,Very effective,4,Somewhat agree,4,Less than 2 weeks,1,Somewhat concerned,3,Excellent,4,2,Somewhat worried,3,A20TV7W8NUIPYI,1
4/27/2020 22:39,Male,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,md,Maryland,16,3,10,4,8,Very effective,4,Somewhat agree,4,2-4 weeks,2,Extremely concerned,4,Neutral,2,6,Somewhat worried,3,A31Y1TTF0H9KDT,1
4/27/2020 22:43,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Illinois,Illinois,8,1,2,1,2,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Excellent,4,3,Extremely worried,4,A72SSDOR313HL,1
4/27/2020 22:44,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Illinois,Illinois,8,1,2,1,2,Extremely effective,5,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Excellent,4,3,Extremely worried,4,A72SSDOR313HL,1
4/28/2020 11:05,Female,Bachelor’s degree,41-50,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,TX,Texas,8,1,5,0,23,Somewhat effective,3,Strongly disagree,5,4-12 weeks,3,Extremely concerned,4,Poor,1,12,Not particularly worried,2,A3DUPRZSMU9W5R,2
4/28/2020 11:05,Female,Bachelor’s degree,21-30,Employed for wages,"Single, never married",2,White/Caucasian,California,California,8,1,8,2,4,Very effective,4,Strongly disagree,1,4-12 weeks,3,Not at all concerned,1,Neutral,2,12,Somewhat worried,3,AGMV42NHFW0V3,2
4/28/2020 11:05,Female,"Some college, no degree",31-40,Out of work and looking for work,Married or domestic partnership,03-May,White/Caucasian,Idaho,Idaho,0,1,8,4,10,Very effective,4,Strongly disagree,1,4-12 weeks,3,Somewhat concerned,3,Poor,1,24,Somewhat worried,3,A3FCZNB9E8K3CX,2
4/28/2020 11:06,Male,"Some college, no degree",31-40,Employed for wages,"Single, never married",03-May,White/Caucasian,KS,Kansas,9,0,1,2,6,Somewhat effective,3,Somewhat disagree,2,4-12 weeks,3,Extremely concerned,4,Excellent,4,25,Extremely worried,4,A3NFGEUZAH9V5G,2
4/28/2020 11:06,Female,"Some college, no degree",21-30,Employed for wages,"Single, never married",2,White/Caucasian,ca,California,0,1,2,6,15,Very effective,4,Strongly disagree,1,4-12 weeks,3,Somewhat concerned,3,Poor,1,12,Somewhat worried,3,A1ODA3Q5H6HTDQ,2
4/28/2020 11:06,Male,Bachelor’s degree,41-50,Self-employed,"Single, never married",1,White/Caucasian,Minnesota,Minnesota,6,1,1,4,0,Somewhat effective,3,Somewhat agree,4,More than 12 weeks,4,Extremely concerned,4,Good,3,24,Extremely worried,4,ALDQRWYZ8KQ9A,2
4/28/2020 11:07,Male,Bachelor’s degree,41-50,Employed for wages,Married or domestic partnership,03-May,Black or African American,texas,Texas,7,1,5,3,6,Extremely effective,5,Strongly disagree,1,More than 12 weeks,4,Not very concerned,2,Good,3,4,Not particularly worried,2,AKYDAQ6S18QMP,2
4/28/2020 11:08,Female,Bachelor’s degree,21-30,Employed for wages,"Single, never married",1,White/Caucasian,IL,Illinois,8,1,1,6,0,Somewhat effective,3,Strongly disagree,1,4-12 weeks,3,Extremely concerned,4,Poor,1,36,Somewhat worried,3,APGX2WZ59OWDN,2
4/28/2020 11:08,Female,Associate degree,60+,Employed for wages,Married or domestic partnership,2,White/Caucasian,Texas,Texas,8,3,3,2,8,Somewhat effective,3,Strongly disagree,1,More than 12 weeks,4,Not very concerned,2,Good,3,24,Extremely worried,4,hgb5sjk,2
4/28/2020 11:08,Female,Bachelor’s degree,21-30,Employed for wages,"Single, never married",2,White/Caucasian,california,California,8,2,2,4,8,Very effective,4,Strongly disagree,1,4-12 weeks,3,Extremely concerned,4,Good,3,6,Extremely worried,4,A3KGV346R3ZN0P,2
4/28/2020 11:08,Female,"Some college, no degree",60+,Self-employed,Married or domestic partnership,2,White/Caucasian,us,USA,9,2,4,6,5,Very effective,4,Strongly agree,5,4-12 weeks,3,Extremely concerned,4,Poor,1,6,Extremely worried,4,A1NZ8KPVRZ3RF8,2
4/28/2020 11:09,Female,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,2,White/Caucasian,MN,Minnesota,6,1,5,4,23,Very effective,4,Somewhat disagree,2,2-4 weeks,2,Somewhat concerned,3,Good,3,24,Extremely worried,4,A3E58A3JQ7OAPD,2
4/28/2020 11:09,Male,Bachelor’s degree,21-30,Employed for wages,"Single, never married",03-May,White/Caucasian,CA,California,8,1,1,3,2,Somewhat effective,3,Strongly disagree,1,4-12 weeks,3,Extremely concerned,4,Good,3,12,Extremely worried,4,A2KNYJAZQKTJUN,2
4/28/2020 11:10,Male,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,New York,New York,5,2,2,2,3,Somewhat effective,3,Somewhat agree,4,Less than 2 weeks,1,Not very concerned,2,Good,3,15,Not particularly worried,2,A3SF6ZWGPRK7K7,2
4/28/2020 11:10,Female,Master’s degree,21-30,Employed for wages,Married or domestic partnership,2,White/Caucasian,Texas,Texas,8,1,5,5,24,Extremely effective,5,Strongly disagree,1,2-4 weeks,2,Extremely concerned,4,Poor,1,24,Extremely worried,4,A2JTIULYK1B15I,2
4/28/2020 11:10,Female,Associate degree,31-40,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Texas,Texas,22,2,7,7,24,Very effective,4,Strongly disagree,1,4-12 weeks,3,Somewhat concerned,3,Neutral,2,3,Somewhat worried,3,A2K6CBNIXLVRSS,2
4/28/2020 11:10,Male,Associate degree,31-40,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Ohio,Ohio,0,12,7,4,24,Very effective,4,Strongly disagree,1,2-4 weeks,2,Somewhat concerned,3,Poor,1,6,Somewhat worried,3,ASS4LIVDW452F,2
4/28/2020 11:11,Male,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,Asian,TX,Texas,8,1,1,3,8,Extremely effective,5,Strongly disagree,1,More than 12 weeks,4,Extremely concerned,4,Poor,1,18,Extremely worried,4,AV7UX8QQXABSK,2
4/28/2020 11:12,Male,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,NJ,New Jersey,7,1,10,1,3,Somewhat effective,3,Somewhat agree,4,2-4 weeks,2,Somewhat concerned,3,Neutral,2,3,Extremely worried,4,A3DVK4S4GWP29M,2
4/28/2020 11:12,Female,Bachelor’s degree,41-50,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Indiana ,Indiana ,8,2,3,2,5,Not so effective,2,Somewhat agree,4,4-12 weeks,3,Somewhat concerned,3,Neutral,2,12,Not particularly worried,2,A2H9OBMV3DKV99,2
4/28/2020 11:12,Male,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,Black or African American,CT,Connecticut,10,0,0,1,3,Somewhat effective,3,Neither agree nor disagree,3,More than 12 weeks,4,Somewhat concerned,3,Good,3,36,Extremely worried,4,A1TARNH07A75CG,2
4/28/2020 11:13,Male,"Some college, no degree",31-40,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,Michigan,Michigan,8,1,2,5,24,Extremely effective,5,Strongly disagree,1,4-12 weeks,3,Somewhat concerned,3,Poor,1,12,Somewhat worried,3,A2VFEDAK5C1E1O,2
4/28/2020 11:13,Female,Bachelor’s degree,31-40,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,LA,Louisiana,8,2,4,3,8,Very effective,4,Strongly disagree,1,4-12 weeks,3,Extremely concerned,4,Excellent,4,3,Extremely worried,4,A3CUE1YXJ26Z5F,2
4/28/2020 11:14,Female,Master’s degree,51-60,Out of work but not currently looking for work,Married or domestic partnership,03-May,White/Caucasian,CA,California,0,1,14,3,5,Extremely effective,5,Strongly disagree,1,4-12 weeks,3,Extremely concerned,4,Poor,1,14,Extremely worried,4,ASC9DUCC64M3P,2
4/28/2020 11:14,Male,Bachelor’s degree,21-30,Employed for wages,Married or domestic partnership,03-May,White/Caucasian,CA,California,2,2,2,3,5,Very effective,4,Neither agree nor disagree,3,2-4 weeks,2,Somewhat concerned,3,Good,3,4,Somewhat worried,3,A2MK7XYATGQ5BE,2
4/28/2020 11:15,Male,Bachelor’s degree,31-40,Employed for wages,"Single, never married",1,White/Caucasian,AR,Arkansas,8,1.5,4,3,0,Somewhat effective,3,Somewhat disagree,2,Less than 2 weeks,1,Somewhat concerned,3,Good,3,15,Extremely worried,4,ANZKTE853UXSD,2
4/28/2020 11:16,Male,"Some college, no degree",21-30,A student,"Single, never married",2,White/Caucasian,Georgia,Georgia,0,2,8,14,10,Extremely effective,5,Strongly disagree,1,More than 12 weeks,4,Extremely concerned,4,Poor,1,24,Somewhat worried,3,A24LB89P1BPKKF,2
4/28/2020 11:17,Female,Doctorate degree,31-40,Employed for wages,Married or domestic partnership,03-May,Asian,Texas,Texas,7,2,2,3,10,Very effective,4,Somewhat disagree,2,4-12 weeks,3,Somewhat concerned,3,Neutral,2,14,Extremely worried,4,A344L1A6OU5L0M,2
4/28/2020 11:17,Female,Bachelor’s degree,21-30,Employed for wages,"Single, never married",2,Black or African American,MD,Maryland,10,1,4,6,14,Extremely effective,5,Strongly disagree,1,4-12 weeks,3,Extremely concerned,4,Poor,1,9,Extremely worried,4,A2ZK5I1MDWNPRU,2
